directors,averageRating,meanofRatingNum,sumofRatingNum,primaryName,famous1_name,famous2_name,famous3_name
nm2336847,7.1,17,196,Syamsul Yusof,Munafik 2,Evolusi: KL Drift 2,Khurafat: Perjanjian syaitan
nm2337991,6.4,863,15539,Elkhan Jafarov,Yarimçiq xatireler,Alava tasir,Taxribat
nm2338169,6.8,805,1611,Virgil Nicolaescu,High Tension,Joyeux Noel,District B13
nm2339200,2.5,454,1816,Tinnu Anand,Ghajini,Kaalia,Shahenshah
nm2339782,7.4,21392,85570,Valeriy Nikolaev,The Saint,Medvezhya okhota,U Turn
nm2340362,4.1,37,37,Chung Chi Li,Rush Hour 2,Rush Hour,New Police Story
nm2341285,6.6,1803,23439,Valeriy Priyomykhov,Commander Hamilton,"Kto, esli ne my",The Cold Summer of 1953
nm2341319,4.3,1950,66307,Frank Lustig,The First Semester,German Fried Movie,Barschel: A Murder in Geneva
nm2343528,5.9,331,1657,Alexander Izotov,Treasure Raiders,Mission: The Prophet,Time of Change
nm2343813,3.6,238,1428,Vladimir Mun,The Hero of Her Romance,Nadezhda,Plemyannik ili Russkiy biznes 2
nm2344050,6.2,104,208,Puri Jagannadh,143,Bbuddah... Hoga Terra Baap,Business Man
nm2344201,5.7,13,13,Kelvin Kwan,Guo hai sui dao,Moot yat paai dui,Sifu vs. Vampire
nm2345142,6.5,15,15,Shantanu Ray Chhibber,3G - A Killer Connection,Guddu Ki Gun,Table No. 21
nm2345926,6.7,12,24,Vikram K. Kumar,Hello,13B: Fear Has a New Address,Ishq
nm2346280,7.6,34,69,A. Taner Elhan,Police,"Love, Bitter",Günesin Oglu
nm2347195,6.8,46,92,K.S. Ravikumar,Padaiyappa,Nattamai,Varalaaru
nm2347196,8.8,1583,1583,Saran,Vattaram,Gemini,Aayirathil Iruvar
nm2347373,5.2,3939,43334,Soori,Duniya,Jackie,Tagaru
nm2347386,7.0,3511,31603,Xiaoding Zhao,Once Upon a Time,Curse of the Golden Flower,House of Flying Daggers
nm2348076,4.9,152,456,Sundar C.,Aambala,Winner,Arunachalam
nm2348263,8.2,30,30,Suresh,Gambeeram,Nam Naadu,Anjaan
nm2348646,6.3,896,3584,Kookie Vikas Gulati,Chup Chup Ke,Prince,Pyare Mohan
nm2348740,6.5,17,17,Bela Segal,Devdas,Black,Hum Dil De Chuke Sanam
nm2348846,3.7,428,428,Paresh Mokashi,Chi Va Chi Sau Ka,Elizabeth Ekadashi,Hum Dil De Chuke Sanam
nm2349060,7.2,9066,72530,Khasan Khazhkasimov,Kak stat muzhchinoy,Pod znakom odnorogoy korovy,Dyuma na kavkaze
nm2350892,6.0,4414,88285,Kamal,Celluloid,Megamalhar,Ee Puzhayum Kadannu
nm2350963,6.7,125,125,Daniel Wu,The Man with the Iron Fists,Tomb Raider,Europa Report
nm2351653,6.0,264,1848,Dmitri Talankin,"Osen, Chertanovo...",Nezrimyy puteshestvennik,Besy
nm2353436,5.7,149,447,Rajesh Mapuskar,Ferrari Ki Sawaari,Lage Raho Munna Bhai,3 Idiots
nm2354607,7.0,213,2130,Ashima Chibber,Chak de! India,Rockstar,Mere Dad Ki Maruti
nm2354636,7.3,186,372,Saket Chaudhary,Shaadi Ke Side Effects,Ashoka the Great,Hindi Medium
nm2355933,6.2,83353,4584453,Ketevan Machavariani,Marilivit Tetri,The Russian Triangle,Blind Dates
nm2356413,5.9,49,148,Leo Esakia,Prtosani mgebavi,Glakhis naambobi,Abesalom da Eteri
nm2356856,6.1,71,1216,Zaza Gudavadze,Prtosani mgebavi,Gangashi,Moitatses Tamar qali
nm2357225,7.2,735,6615,N. Chandra,Style,Y.M.I. Yeh Mera India,Tezaab
nm2357819,4.4,7449,700267,Honey Irani,Koi... Mil Gaya,Kaho Naa... Pyaar Hai,Kya Kehna
nm2359023,6.7,277,833,Arnon Zadok,The Red Hood Setup,Primal Justice,White Night
nm2359589,6.6,30,122,Maryo J. de los Reyes,Magnifico,Laman,Naglalayag
nm2359817,4.2,397,3176,Amal Neerad,Anwar,Varathan,Iyobinte Pusthakam
nm2360037,5.9,7986,95834,Chayanop Boonprakob,Friend Zone,SuckSeed,May Who?
nm2360225,7.2,2249,15749,Hsiao-tse Cheng,Starry Starry Night,Miao Miao,One Mile Above
nm2360375,5.8,53,53,Ranjith Sankar,Arjunan Saakshi,Punyalan Agarbattis,Pretham 2
nm2360545,6.6,54,382,Yograj Bhat,Dana Kayonu,Drama,Kempe Gowda
nm2360800,6.5,111,111,Nabwana I.G.G.,The Return of Uncle Benon,Bad Black,Who Killed Captain Alex?
nm2361005,6.9,53,268,Vladimir Markov,Generation P,Mirazh,The Envelope
nm2362952,6.8,12,12,Sergey Nurmamed,Russkie evrei. Film pervyy. Do revolutsii,Russkie evrei. Film tretiy. Posle 1948 goda,Russian Jews: Film 1918-1948
nm2363384,6.2,32,64,Anupam Kher,Rang De Basanti,Silver Linings Playbook,M.S. Dhoni: The Untold Story
nm2364318,4.1,1326,18572,Lars Henriks,Bearkittens,Warum Hans Wagner den Sternenhimmel hasst,Leon Must Die
nm2364887,5.7,215,645,Veeru Potla,Ragada,Doosukeltha,Bindaas
nm2365467,4.2,76,304,Anika Decker,Traumfrauen,High Society,Rabbit Without Ears
nm2365752,7.4,35,142,Meher Ramesh,Pokiri,Shadow,Billa
nm2366871,7.5,3571,42852,Seenu Ramasamy,Neer Paravai,Dharma Durai,Thenmerku Paruvakaatru
nm2368969,7.7,39,39,Eeshwar Nivas,Bardaasht,Dum,Shool
nm2369428,7.5,15,15,Tiwa Moeithaisong,Friday Killer,Love at First Flood,Rohng tiam
nm2369662,7.2,77,618,Raju Sundaram,Brindaavanam,Bajrangi Bhaijaan,Chennai Express
nm2369666,5.6,29,29,K. Subhash,Pavithra,Sunday,Chennai Express
nm2369858,6.0,69,621,Shreyas Talpade,Om Shanti Om,Iqbal,Welcome to Sajjanpur
nm2369971,6.8,6,6,Arsen Azatian,The Romanticists,Bobo,Anarak vordu veradardz
nm2370094,6.4,65,195,Garik Mashkaryan,Stoned Melody,Taxi Eli Lav A,Exhortation
nm2370389,7.3,11,11,Harmesh Malhotra,Phaansi,Bagula Bhagat,Mangal Pandey
nm2370595,6.9,7,7,Lasja Fauzia,Cinta dari Wamena,Lotus Requiem,Mika
nm2371539,5.9,229,2749,Kabeer Kaushik,Maximum,Sehar,Chamku
nm2371540,3.2,208,416,Larisa Isaeva,The Sword Bearer,Proof of Life,Antisex
nm2371848,4.5,2861,34332,G. Marthandan,Paavada,Daivathinte Swantham Cleetus,Johny Johny Yes Appa
nm2371916,6.9,16,16,Makrand Deshpande,Company,Danav,Hanan
nm2372966,6.1,79,79,Tabrez Noorani,Life of Pi,Love Sonia,Slumdog Millionaire
nm2373106,4.8,2293,20642,Vishal Mahadkar,Awarapan,Kalyug,Blood Money
nm2373713,3.9,1151,11515,Ramana,Thirumalai,Aathi,Border
nm2375084,7.7,16447,131583,Vinay Sapru,Fearless,Sanam Teri Kasam,Lucky: No Time for Love
nm2375297,4.6,1649,13192,Sunil Kumar Agrawal,Hum Ho Gaye Aap Ke,Wanted,Khushi
nm2375970,8.4,3326,9978,Sobhan,Varsham,Bobby,Murari
nm2375975,5.3,412,825,Caner Özyurtlu,Yok Artik,Ev,Mrs Nergis
nm2376562,5.6,1594,39852,Aleksandr Molochnikov,Dawn,The Cold Front,Myths
nm2376605,6.1,166,830,Rajat Kapoor,Raghu Romeo,Fatso!,Ankhon Dekhi
nm2376614,5.8,18883,1076355,Tikhon Kornev,Ghouls,Diggery,Flight Crew
nm2376909,6.8,225,675,R. Madhesh,Madurey,Mirattal,Mudhalvan
nm2376921,5.8,52,52,Safak Sezer,Kolpaçino: Bomba,Kolpaçino 3. Devre,Vizontele
nm2377305,6.6,13,13,Vasiliy Rovenskiy,Two Tails,Privychka rasstavatsya,Odnoklassnitsy
nm2377660,5.8,18883,1076355,Ashok G.,Pilla Zamindar,Chitrangada,Sukumarudu
nm2378257,7.6,515,3610,Andrey Kureychik,Vyshe neba,Yulenka,Party-zan Film
nm2378839,6.5,60,120,Dmitriy Khmelyov,The Haunter of the Dark,Alien nightmare X,The Haunter of the Dark 2
nm2378914,8.0,15883,47649,Srijit Mukherji,Shah Jahan Regency,Hemlock Society,Autograph
nm2379335,7.3,47,143,Ho-joon Kim,Teo-chi bai teo-chi,"Jenny, Juno",Le sseu ling
nm2379696,5.7,266,266,Leighton Spence,Pride,By Any Means,The Ghost Writer
nm2379734,5.4,138,831,Gupse Ozay,Deliha,Görümce,Locksmith's Debt
nm2380130,6.4,52,208,Vahagn Khachatryan,The Diary of the Cross Stealer,Ala Bala Nica,Siro Gortsakic
nm2380725,7.0,1032,4131,Viktor Sergeev,Grekh. Istoriya strasti,Moloch,Taurus
nm2380794,3.6,63,63,Shanil Muhammed,Philips and the Monkey Pen,Tharangam,Avarude Raavukal
nm2381085,5.8,88,88,Rambod Javan,The Sinners,Spaghetti in 8 Minutes,Negar
nm2381474,3.6,71,142,Lijo Jose Pellissery,Angamaly Diaries,Double Barrel,Ee. Ma. Yau
nm2381775,7.2,12,36,Aleksandr Andryushchenko,Ice,Attraction,Naparnik
nm2382042,3.4,29,29,Martyn Shakhbazyan,Endless Story,Lalvari vorskane,Baghdasar Divorces from His Wife
nm2382124,2.1,782,5477,Mani Shankar,Mukhbiir,16 December,Knock Out
nm2382268,5.1,262,786,David Safarian,Lost Paradise,28:94 Local Time,"Hot Country, Cold Winter"
nm2382597,6.0,39,159,Rajesh Pillai,Vettah,Traffic,Traffic
nm2382626,6.4,211,845,Abhay Chopra,Fight Club: Members Only,Sangharsh,Mission Kashmir
nm2382713,5.9,49,249,Vikram Chopra,Fight Club: Members Only,Maine Dil Tujhko Diya,1942: A Love Story
nm2383715,3.8,167,1003,Raj Purohit,Jigariyaa,Sixteen,1942: A Love Story
nm2384379,6.7,1097,2194,Nikolay Zaseev-Rudenko,Bravye parni,Vystrel v grobu,Bez godu nedelya
nm2384535,4.6,1534,13806,Ismail Efendiyev,Qizmar günäs altinda,Yeni horizont,Arshin Takes a Wife
nm2384972,4.7,258,3364,Bhandit Thongdee,Mercury Man,The Unborn,4 Romance
nm2385602,5.3,1016,3048,Sakchai Deenan,Always on My Mind,Red Scarf,Lao Wedding
nm2386250,4.9,8,8,Nandini Reddy,Kalyana Vaibhogame,Dum dum pee pee,Ala Modalaindi
nm2386258,7.2,55,55,Armen Ananikyan,Lyubov v Gorode Angelov,Bilet na Vegas,Deadly Still
nm2387350,3.1,136,1498,Xiaofei Song,Qing Sheng,Design of Death,Cow
nm2387418,6.9,32,32,Bharathan,Bairavaa,Azhagiya Tamizh Magan,Athithi
nm2387707,8.0,12,12,Valeri Chikov,Lyubov na sene,Pro biznesmena Fomu,Why Wouldn't We Send a Messenger?
nm2387990,6.1,3873,50360,Dasaradh,Santosham,Mr Perfect,Shourya
nm2388366,6.7,13,52,Anzi Pan,The Palace,Crazy New Year's Eve,For a Few Bullets
nm2388406,7.8,8,8,Jeethu Joseph,Drishyam,Lakshyam,Drishyam
nm2388843,4.3,190,572,Parasuram,Anjaneyulu,Sarocharu,Solo
nm2390513,7.7,20,20,Cemal San,Ali'nin sekiz günü,Dilber's Eight Days,Aci
nm2391312,5.4,74,223,Jasmeet Dhodhi,Dus Kahaniyaan,Musafir,Alive
nm2391552,7.3,1800,37800,Martin Prakkat,ABCD: American-Born Confused Desi,Take Off,Charlie
nm2393385,7.2,32,32,Alexander Beliak,Sotka,V sporte tolko devushki,Konkursant. Smertonosne shou
nm2394022,4.1,128,128,G. Nageswara Reddy,Eedo Rakam Aado Rakam,Seema Sastry,Dhenikaina Ready
nm2395015,7.0,31,31,Inara Kolmane,Mans virs Andrejs Saharovs,Mona,Ruch and Norie
nm2395433,7.2,57,285,Nizami Musayev,Ölsäm... bagisla,Lätifä,The Scoundrel
nm2395487,7.1,846,846,Elena Khoreva,Kiev/Moscow. Part 1,"Zima, ukhodi!",The Term
nm2395887,6.8,581,5235,Advait Chandan,Like Stars on Earth,Dhobi Ghat,Bollywood Hero
nm2396167,6.5,408,408,Karthik Subbaraj,Petta,Jigarthanda,Pizza
nm2396890,9.4,5,5,Giasuddin Selim,Swapnajaal,Adhiar,Monpura
nm2397480,5.2,179,359,Mukul Abhyankar,Missing,Ekkees Toppon Ki Salaami,Yaksh
nm2398768,8.1,38,38,Soubin Shahir,Parava,Iyobinte Pusthakam,Premam
nm2399312,4.7,55,55,Anwar Rasheed,Kerala Cafe,Ustad Hotel,Premam
nm2399716,6.6,226,678,Kwang-shik Kim,Eolgul,The Great Battle,Tabloid Truth
nm2399862,6.2,14401,187225,Kakhaber Kakabidze,Sedmoy den,The Lake,Bichebi iasamnis quchidan
nm2400256,6.0,1393,15333,A. Karunakaran,Happy,Yuvakudu,Ullasanga Utsahanga
nm2400388,7.1,65,131,Pongpat Wachirabunjong,Chocolate,Plae kao,Happy Birthday
nm2401477,6.4,179,1798,Upi Avianto,Radit & Jani,My Stupid Boss,Belenggu
nm2401606,6.6,26,107,Ajoy Varma,Dus Tola,Shikhar,Neerali
nm2401722,7.0,61,183,Venu Goopaalan,Ponthan Mada,The Path,Carbon
nm2402050,3.5,402,3618,Janina Lapinskaite,Train Stops for Five Minutes,Venecijus's Life and Cerzaris's Death,Mieganciu drugeliu tvirtove
nm2402656,3.3,33,33,Ramiz Azizbayli,Bäyin ogurlanmasi,Yalan,Cin mikrorayonda
nm2403079,3.9,1953,42974,Abhishek Chhadha,Ganga,Gangotri,Ganga Devi
nm2405569,8.5,6,6,Eldar Salavatov,Antikiller D.K.,Mamy,Semeyka Ady
nm2407065,7.7,15,62,Vijay Raaz,Raghu Romeo,Gully Boy,Run
nm2407489,5.7,7,7,Anousone Sirisackda,"Good Morning, Luang Prabang",Chanthaly,River
nm2407674,3.3,301,301,Kishore Kumar Pardasani,Gopala Gopala,Tadakha,Konchem Ishtam Konchem Kashtam
nm2408025,5.8,40,324,Gints Grube,The Chronicles of Melanie,My Father the Banker,To Be Continued
nm2408930,3.9,2959,79911,Anna Parmas,Istoriya odnogo naznacheniya,Peterburg. Tolko po lyubvi,Kokoko
nm2410557,8.0,4686,23430,Tato Kotetishvili,Anemia,Nostalgia,City Life
nm2411031,6.6,23,23,Gusejn Mekhtiyev,Sahid qiz,Skazka starogo duba,Melody of Space
nm2411665,4.4,3590,25136,Saeed Rizvi,Mysterious Island,Beheaded Man,Shani
nm2411829,7.5,44,44,Kazuaki Imai,WXIII: Patlabor the Movie 3,The Girl Who Leapt Through Time,Doraemon the Movie: Nobita's Treasure Island
nm2412447,6.1,85,256,Mithran Jawahar,Meendum Oru Kadhal Kadhai,Kutty,Uthama Puthiran
nm2413795,8.1,7,7,Stas Mokhnachev,Trassa M8,Pil. Kuril,Blind Man's Bluff
nm2413976,5.3,45,45,Ekaterina Vesheva,The Postman's White Nights,Paradise,Bitva za Ukrainu
nm2414127,4.9,2453,19628,Sandesh Kohli,Suhaag,Anari No. 1,Zulmi
nm2414144,7.8,6,6,Aishwarya Dhanush,Pudhu Pettai,3,Vai Raja Vai
nm2414567,5.9,9,9,Giddens Ko,Mon Mon Mon Monsters,Café. Waiting. Love,L-O-V-E.
nm2414586,7.1,37,186,Boris Giller,Prisoner of the Mountains,Shkura,Cheque
nm2414949,7.1,17,17,Aleksandr Abdulov,Bremenskie muzykanty,Ubit drakona,Ten Little Indians
nm2415141,5.7,16,16,Murat Dündar,A.R.O.G,CM101MMXI Fundamentals,The Magician
nm2415859,4.2,625,1250,Deepak Sareen,When One Falls in Love,Albela,Aaina
nm2415918,6.0,2967,80128,Sergei Rusakov,Povelitel luzh,Pustel'ga,Spies Like Us
nm2415923,4.1,894,5367,Manoj Agrawal,Waah! Tera Kya Kehna,Hadh Kar Di Aapne,Pardesi Babu
nm2416998,5.0,393,4726,Teoman,Kiss of Life,Ikimizin Yerine,Balans ve manevra
nm2417156,5.7,113,226,S.J. Surya,Mersal,Isai,Vaalee
nm2417944,6.3,156,1253,Rajat Mukherjee,Love in Nepal,Pyaar Tune Kya Kiya...,Road
nm2418217,7.2,14,71,Vladimir Laptev,Okhota na Edinoroga,Na chuzhom prazdnike,Sysknoe byuro 'Feliks'
nm2418730,7.1,39,237,Prem Lalwani,Bahurani,Guddu,Aanchal
nm2420832,7.6,292,5549,Lev Piskunov,Liniya smerti,Wandering Stars,Padenie
nm2421224,7.2,63,126,Viktor Dotsenko,Chyornye berety,His Nickname Is Beast,Tridtsatogo unichtozhit!
nm2422002,6.5,18,18,Khalid Mohamed,Zubeidaa,Tehzeeb,Silsiilay
nm2422911,6.8,3781,41592,Oleg Anofriev,"Posle dozhdichka, v chetverg",Inkognito iz Peterburga,Byt vlyublyonnym
nm2423883,3.6,170,341,Joyce Bernal,Kimmy Dora: Kambal sa kiyeme,10000 Hours,Don't Give Up on Us
nm2424203,7.9,9,9,I. Ahmed,Vaamanan,Manithan,Endrendrum Punnagai
nm2424342,6.0,96,964,Evgeniy Abyzov,Utomlennye solntsem 2,Lyogok na pomine,Dublyor
nm2427110,6.0,15,15,Lawrence Raghavendra,Kanchana 2,Mass,Kanchana: Muni 2
nm2427127,7.4,601,1202,Abhishek Dogra,Shaadi Se Pehle,Paa,FryDay
nm2427621,4.6,303,1515,Prem,Prem Adda,The Villain,Jogayya
nm2427644,6.6,11,11,Yuriy Ryazanov,Skaz o Petre i Fevronii,Chastnoe pionerskoe 3,Ierey-san. Ispoved samuraya
nm2428088,3.3,82,2542,Alastair Riddell,Housebound,West of Eden,In My Father's Den
nm2428276,5.4,21,148,Gokul,Junga,Rowthiram,Kaashmora
nm2428282,6.8,777,2331,Mandeep Kumar,Jihne Mera Dil Luteya,Mel Karade Rabba,Ambarsariya
nm2429306,9.0,52,211,Serkan Acar,Love and Revolution,Our Hodja,Autumn
nm2429517,4.3,1355,35251,Hamid Nematollah,Moneyless,Boutique,Hard Makeup
nm2429534,8.2,14,142,Pawan Kripalani,Ragini MMS,Darr @ the Mall,Phobia
nm2429994,3.9,308,308,Sachin Yardi,Traffic Signal,C Kkompany,Kyaa Super Kool Hain Hum
nm2430531,5.7,42,85,Mark O'Connor,Cardboard Gangsters,Stalker,Between the Canals
nm2431370,7.0,45,137,Yusup Bakhshiev,Antikiller 2: Antiterror,Paragraf 78 - Film vtoroy,Antikiller
nm2432877,6.6,13,13,Fuad Ibragimbekov,Antikiller 2: Antiterror,Ikona sezona,Dukhless 2
nm2432897,4.0,63,63,Santosh Srinivas,Kandireega,Rabhasa,Rainbow
nm2432996,5.2,272,272,Anil Ravipudi,Kandireega,Raja The Great,Supreme
nm2433588,6.0,931,13042,Sandra Nashaat,Transit Prisoner,The Deal,Private Alexandria
nm2433914,6.0,173,519,Blessy,Thanmathra,Calcutta News,Pranayam
nm2434762,4.9,49,147,Jiajia Zhang,"The Butcher, the Chef, and the Swordsman",Bai du ren,I Belonged to You
nm2435022,7.3,67,338,Adisorn Trisirikasem,Seven Something,My Girl,Lucky Loser
nm2435387,5.8,385,5016,Fen-fen Cheng,Hear Me,Bear It,Go Brother!
nm2435606,5.3,113,226,Jevons Au,Trivisa,Don't Go Breaking My Heart,Romancing in Thin Air
nm2436566,8.8,10,10,Yang Xiao,Detective Chinatown,Old Boys: The Way of the Dragon,Dragon Blade
nm2436587,6.4,616,1232,Gopichand Malineni,Bodyguard,Don Seenu,Balupu
nm2437595,4.3,1355,35251,Ponram,Seema Raja,Rajini Murugan,Varuthapadatha Valibar Sangam
nm2438575,5.5,71,142,Anil Radhakrishnan Menon,Sapthamashree Thaskaraha,Diwanji Moola Grand Prix,Lord Livingstone 7000 Kandi
nm2438654,6.5,71,428,Aleksandr Basov,Demobbed-002,Demobbed-004,Demobbed: Snova v Boyu
nm2438745,6.7,24,24,M. Saravanan,"Anytime, Anywhere",Valiyavan,Chakravyuha
nm2439056,4.9,16,16,Andrey Tomashevskiy,Uroki vyzhivaniya,Kod apokalipsisa,Pro lyuboff
nm2439565,6.0,17,53,Adam Tsuei,You Are the Apple of My Eye,The Tenants Downstairs,Tiny Times
nm2439708,6.4,10467,62806,Ravi Jadhav,Banjo,Time Pass,Timepass 2
nm2439936,7.5,10,20,Letif Safarov,Qizmar günäs altinda,Lätif,Bäxtiyar
nm2440330,6.4,6,12,G. Ram Prasad,Chiru Navvuto,Seema Simham,Kushi Kushiga
nm2443484,5.9,151,910,Samar Shaikh,Chak de! India,Destroyed in Love,Bobby Jasoos
nm2444078,6.1,67,407,Andis Miziss,The Hunt,The Soviet Story,Tarps
nm2445346,5.7,75,75,Artyom Mikhalkov,Stavka na lyubov,Stop,"Moskva, ya lyublyu tebya!"
nm2446268,5.4,87,87,Pawan Kalyan,Gabbar Singh,Jalsa,Atharintiki Daaredi
nm2446859,6.5,92,184,Wei Xu,Lost in White,Min Gan Shi Jian,Lethal Hostage
nm2447484,8.1,100,200,Ajay Devgn,The Legend of Bhagat Singh,Shivaay,Once Upon a Time in Mumbai
nm2447902,8.7,484,2908,Bobby Kolli,Balupu,Power,Jai Lava Kusa
nm2448825,5.9,36,72,Elo Selirand,Agent Wild Duck,Taarka,Kutsar koputab kolm korda
nm2449331,6.5,4116,49400,Yuriy Korotkov,9th Company,Tantsuyushchiye prizraki,Country of the Deaf
nm2449406,6.4,82,164,Pandiraj,Pasanga 2,Kathakali,Pasanga
nm2450816,6.5,15,199,M. Sasikumar,Subramaniapuram,Thalaimuraigal,Pasanga
nm2451114,5.2,252,1513,Kenan Mm,Gece qonagi,Ay Brilliant,Alava tasir
nm2453579,6.1,249,1745,N. Maharajan,Zor: Never Underestimate the Force,Arasatchi,Vallarasu
nm2453854,8.0,36,72,Olga Basova,Nikogda ne razgovarivayte s neizvestnymi,Zharkiy noyabr,Vmesto menya
nm2455423,7.4,35,35,Chengpeng Dong,City of Rock,Father and Son,Jian Bing Man
nm2457030,6.7,13,13,Rasim Ismailov,Lovushka,Alman klinikasina saxsi safar,Isgüzar safar
nm2458042,6.7,81,243,Tauquir Ahmed,Rupkothar Golpo,Haldaa,Joyjatra
nm2458179,4.9,381,3049,Vetrimaaran,Kaakkaa Muttai,Aadukalam,Visaaranai
nm2459402,7.4,25,25,Marc Pierschel,The End of Meat,Edge,184
nm2459673,6.3,20,61,Nurtas Adambay,Village Escape. Love Affair,Bride Sabina 2,Taraz
nm2459998,6.2,5,5,Gayatri,Vikram Vedha,Oram Po,Leelai
nm2460692,5.2,16,64,Pushkar,Va: Quarter Cutting,Vikram Vedha,Oram Po
nm2462311,6.5,979,15677,Aleksandr Pavlovskiy,Svetlaya lichnost,Zefir v shokolade,Rebyonok k noyabryu
nm2462953,6.6,194,1941,Valentin Khovenko,Vorobey na ldu,Pistolet s glushitelem,Glaza
nm2463151,4.4,30,61,Pankaj Parashar,Chaalbaaz,Ab Ayega Mazaa,Jalwa
nm2463304,6.6,1148,26411,Jüri Sillart,Golden Beach,Äratus,Dead Mountaineer's Hotel
nm2464185,5.6,215,215,T.R. Silambarasan,Vinnaithaandi Varuvaayaa,Netru Indru,Manmadhan
nm2464976,7.7,31,31,Vladimir Mazur,Afganets-2,Afganets,Tamozhnya
nm2465524,6.8,33,433,Vitali Makarov,The Model Who Fell in Love,"Ona s metloy, on v chyornoy shlyape",Avantyura
nm2465833,6.5,405,6898,Igor Kozhevnikov,Mkholod sikvdili modis autsileblad,"Sex, kofe, sigarety",La traductrice
nm2465962,6.6,80,80,Manish Gupta,Hostel,You Must Be Scared,Rahasya
nm2467204,8.2,18,36,Abhinay Deo,Game,Delhi Belly,Blackmail
nm2467734,7.2,17,71,Er Cheng,Unfinished Girl,Lethal Hostage,The Wasted Times
nm2468656,6.3,191,1338,Seok-beom Kang,Girlfriends,Jeong Seung Pil Mystery,Sunflower
nm2469894,7.0,753,9792,Ameer Sultan,Mounam Pesiyadhe,Raam,Paruthiveeran
nm2469970,8.2,48,97,Irakli Chkhikvadze,Ra Mokhda Kievshi,Guli +,Tbilisuri Love Story
nm2471836,7.6,48,48,Igor Akhmedov,Figa.ro,Ku! Kin-dza-dza,Nachalo puti
nm2472109,7.8,30,30,Fuat Uzkinay,Anafartalarda itilaf ordularinin püskürtülmesi,Çanakkale muharebeleri,Ayastefanos'taki Rus abidesinin yikilisi
nm2472802,8.5,29,29,Eon-hie Lee,The Accidental Detective 2: In Action,Love Exposure,...ing
nm2475544,5.7,822,21375,Tako Shavgulidze,"Tbilisi, I Love You",Tbilisuri Love Story,Dabadebulebi Saqartveloshi
nm2477059,7.5,31,31,Vladimir Ballyuzek,The Cigarette Girl of Mosselprom,Qiz qalasi,Holiday of St. Jorgen
nm2477850,6.9,25,76,Esteban Ramírez,Caribe,Gestation,Imprisoned
nm2479966,3.8,18,18,Lyudmila Gurchenko,Ma-ma,Love and Doves,Moya moryachka
nm2480587,8.2,39037,897871,Raj Kumar Gupta,No One Killed Jessica,Ghanchakkar,Aamir
nm2480617,4.0,74,74,Mukhtar Dadashev,Arshin Takes a Wife,Arshin mal alan,Bakida külaklar asir
nm2482017,6.3,40,202,Rustam Khamdamov,Nechayannye radosti,Vokaldy paralelder,Anna Karamazoff
nm2482088,6.4,90204,9110698,Balaji Sakthivel,Vazhakku Enn 18/9,Kaadhal,Kalloori
nm2483711,7.6,5,5,Bhavna Talwar,Religion,Happi,Broken
nm2484181,4.3,38,38,Bejoy Nambiar,Dobaara,Solo,Shaitan
nm2485018,7.3,832,4994,Donovan Scott,Back to the Future Part III,Blast from the Past,Popeye
nm2485654,6.6,332,2325,Vasanth,Nerukku Ner,Satham Podathey,Aasai
nm2486163,5.6,847,4237,Samil Nacafzada,Yarasa,Fortress,Ekzamen
nm2486227,6.1,95,574,Mehreen Jabbar,Dobara Phir Se,Lala Begum,Ramchand Pakistani
nm2486743,6.0,38,114,Sameer Sharma,Swades,Bhoot,Luv Shuv Tey Chicken Khurana
nm2487059,5.6,88,88,Arivazhagan Venkatachalam,Vallinam,Eeram,Aaradhu Sinam
nm2488601,5.5,32,294,Puttipong Pormsaka Na-Sakonnakorn,Oh My Ghost,A Little Thing Called Love,App Love
nm2488741,5.9,104,521,Bala,Pithamagan,Sethu,Vagabond
nm2488795,5.5,80,160,Vytautas V. Landsbergis,When I Was a Partisan,Trispalvis,Hansel and Gretel
nm2489001,6.0,38,348,Ramiz Fataliyev,Bez svideteley,Zontik dlya novobrachnykh,Shestoy
nm2489329,5.1,74,374,Sekhar Kammula,Leader,Happy Days,Anand
nm2489519,6.9,16,133,Abdül Mahmudov,Rodnyye berega,Gecä qatarinda qätl,Atlari yaharlayin
nm2490752,4.8,5,5,Hasanagha Turabov,Qäm päncäräsi,Atlari yaharlayin,Istintaq davam edir
nm2494239,7.0,398,1990,Anar Rzayev,Qäm päncäräsi,Yubiley dante,Üzeyir ömrü
nm2495564,8.3,6,6,Jeyhun Mirzayev,Isaräni dänizdän gözläyin,Bäyin ogurlanmasi,Färyäd
nm2495566,5.9,409,3681,Karen Soeters,Meat the Truth,De Haas in de Marathon,One Single Planet
nm2496107,6.5,258,3357,Gyulbeniz Yusuf Azimzade,Ekzamen,Poslednyaya noch ukhodyashchego goda,Yubiley dante
nm2496215,6.8,21,21,Fyodor Petrukhin,Den pobedy,Dina,Kazino
nm2496474,7.5,25,100,Nupur Asthana,Mujhse Fraaandship Karoge,Bewakoofiyaan,Chance Pe Dance
